chapter,verse,source_ranges,mirror_ranges,local_records,source_sha
8,43,1,1,1,4fcac9d073f81d77d8c4d44fb701256fefe7d339
8,44,1,1,1,4fcac9d073f81d77d8c4d44fb701256fefe7d339
9,1,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,2,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,3,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,4,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,5,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,6,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,7,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,8,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,9,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,10,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,11,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,12,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,13,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,14,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,15,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,16,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,17,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,18,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,19,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,20,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,21,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,22,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,23,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,24,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,25,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,26,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,27,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,28,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,29,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,30,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,31,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,32,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
9,33,1,1,1,165bd6c9cc07d1813a192c6fa900d32273c65120
10,1,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,2,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,3,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,4,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,5,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,6,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,7,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,8,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,9,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,10,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,11,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,12,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,13,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,14,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,15,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,16,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,17,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,18,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,19,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,20,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,21,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,22,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,23,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,24,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,25,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,26,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,27,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,28,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,29,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,30,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,31,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,32,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,33,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,34,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,35,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,36,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
10,37,1,1,1,64ba810446042f25ba5faeee398cc3d96653fbba
11,1,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,2,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,3,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,4,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,5,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,6,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,7,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,8,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,9,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,10,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,11,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,12,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,13,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,14,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,15,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,16,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,17,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,18,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,19,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,20,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,21,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,22,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,23,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,24,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,25,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,26,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,27,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,28,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,29,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,30,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,31,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,32,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,33,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,34,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,35,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,36,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,37,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,38,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,39,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,40,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,41,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,42,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,43,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,44,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,45,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,46,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,47,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,48,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
11,49,1,1,1,e69f5597e4c7a33f7ae673a49eb0bbf46471aa12
12,1,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,2,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,3,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,4,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,5,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,6,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,7,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,8,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,9,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,10,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,11,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,12,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,13,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,14,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,15,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,16,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,17,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,18,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,19,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,20,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,21,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,22,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,23,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
12,24,1,1,1,0bcab862495977a8b6f5e79de1b15e7f25680952
13,1,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,2,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,3,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,4,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,5,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,6,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,7,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,8,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,9,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,10,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,11,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,12,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,13,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,14,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,15,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,16,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,17,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,18,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,19,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,20,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,21,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,22,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,23,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,24,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,25,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,26,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,27,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,28,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,29,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,30,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,31,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,32,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,33,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,34,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,35,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,36,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,37,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,38,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,39,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,40,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,41,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
13,42,1,1,1,1a2674113664e9fa7de40e55185dde2dd5b20a35
14,1,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,2,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,3,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,4,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,5,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,6,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,7,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,8,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,9,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,10,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,11,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,12,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,13,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,14,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,15,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,16,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,17,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,18,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,19,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,20,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,21,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,22,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,23,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,24,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,25,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,26,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,27,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,28,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,29,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,30,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,31,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,32,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,33,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,34,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,35,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,36,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,37,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,38,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,39,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,40,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,41,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,42,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,43,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,44,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,45,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
14,46,1,1,1,7be1e3bfdf5bd8af19cf2af2dd4b29c5df985250
15,1,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,2,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,3,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,4,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,5,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,6,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,7,0,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,8,0,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,9,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,10,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,11,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,12,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,13,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,14,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,15,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,16,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,17,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,18,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,19,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,20,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,21,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,22,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,23,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,24,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,25,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,26,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,27,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,28,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,29,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,30,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,31,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,32,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,33,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,34,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,35,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
15,36,1,1,1,6e8ba33aebf011f81aa4bb93449bb2bc4d3baa22
16,1,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,2,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,3,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,4,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,5,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,6,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,7,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,8,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,9,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,10,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,11,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,12,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,13,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,14,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,15,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,16,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,17,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,18,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,19,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,20,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,21,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,22,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,23,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,24,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,25,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,26,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,27,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,28,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,29,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,30,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,31,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,32,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,33,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,34,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,35,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,36,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,37,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,38,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,39,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,40,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,41,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,42,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,43,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
16,44,1,1,1,7dd0d66d7a89b0f81a42ff43c8d84555bbc7bf61
17,1,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,2,0,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,3,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,4,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,5,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,6,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,7,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,8,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,9,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,10,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,11,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,12,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,13,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,14,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,15,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,16,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,17,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,18,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,19,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,20,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,21,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,22,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,23,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,24,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,25,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,26,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,27,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,28,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,29,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,30,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,31,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,32,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,33,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,34,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,35,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,36,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,37,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,38,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,39,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,40,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,41,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,42,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,43,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,44,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,45,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
17,46,1,1,1,659f5786c58d09a0eb1e1c947f2e49fca6e4200d
